Date,Time,Symbol,Side,Entry,StopLoss,SwingRef,SL_Dist_Pct,SL_Under_2pct,TP1,TP2,TP3,RR1,RR2,RR3,Size_USD,Current_Outcome,Current_Exit_Level,Current_Exit_Price,Current_PnL_USD,New_Rule_Action,New_Outcome,New_Exit_Level,New_Exit_Price,New_PnL_USD,PnL_Difference
2026-04-25,19:15:00,HYPEUSDT,LONG,41.21,41.0088,41.061,0.49,YES,41.588,42.4793,43.751,1.88,6.31,12.63,50,LOSS,SL,41.0088,-0.73,TAKEN,LOSS,SL,41.0088,-0.73,0
2026-04-25,18:45:00,HYPEUSDT,LONG,41.236,41.0045,41.061,0.56,YES,41.588,42.4793,43.751,1.52,5.37,10.86,50,LOSS,SL,41.0045,-0.84,TAKEN,LOSS,SL,41.0045,-0.84,0
2026-04-25,18:15:00,HYPEUSDT,LONG,41.19,40.9999,41.061,0.46,YES,41.588,42.4793,43.751,2.09,6.78,13.47,50,LOSS,SL,40.9999,-0.69,TAKEN,LOSS,SL,40.9999,-0.69,0
2026-04-25,16:15:00,HYPEUSDT,LONG,41.051,40.7352,40.809,0.77,YES,41.588,42.4793,43.751,1.7,4.52,8.55,50,BE,SL,41.051,0.78,TAKEN,BE,SL,41.051,0.78,0
2026-04-25,15:45:00,HYPEUSDT,LONG,41.387,40.7158,40.809,1.62,YES,41.588,42.4793,43.751,0.3,1.63,3.52,50,BE,SL,41.387,0.29,TAKEN,BE,SL,41.387,0.29,0
2026-04-25,15:15:00,HYPEUSDT,LONG,41.619,40.7111,40.809,2.18,NO,42.4793,43.751,45.769,0.95,2.35,4.57,50,OPEN,OPEN,,0,SKIPPED,SKIPPED,SKIPPED,,0,0
2026-04-28,21:30:00,VIRTUALUSDT,SHORT,0.6881,0.6934,0.6922,0.77,YES,0.6601,0.6418,0.6205,5.28,8.74,12.75,50,LOSS,SL,0.6934,-1.16,TAKEN,LOSS,SL,0.6934,-1.16,0
2026-04-28,19:15:00,VIRTUALUSDT,SHORT,0.6897,0.6939,0.6927,0.61,YES,0.6601,0.6418,0.6205,7.05,11.4,16.48,50,LOSS,SL,0.6939,-0.91,TAKEN,LOSS,SL,0.6939,-0.91,0
2026-04-28,18:30:00,VIRTUALUSDT,SHORT,0.6896,0.6939,0.6927,0.62,YES,0.6601,0.6418,0.6205,6.86,11.12,16.07,50,LOSS,SL,0.6939,-0.94,TAKEN,LOSS,SL,0.6939,-0.94,0
2026-04-28,18:00:00,VIRTUALUSDT,SHORT,0.689,0.694,0.6927,0.73,YES,0.6601,0.6418,0.6205,5.78,9.44,13.7,50,LOSS,SL,0.694,-1.09,TAKEN,LOSS,SL,0.694,-1.09,0
2026-04-28,17:30:00,VIRTUALUSDT,SHORT,0.6896,0.6939,0.6927,0.62,YES,0.6601,0.6418,0.6205,6.86,11.12,16.07,50,LOSS,SL,0.6939,-0.94,TAKEN,LOSS,SL,0.6939,-0.94,0
2026-04-28,17:00:00,VIRTUALUSDT,SHORT,0.6851,0.6942,0.6927,1.33,YES,0.6601,0.6418,0.6205,2.75,4.76,7.1,50,LOSS,SL,0.6942,-1.99,TAKEN,LOSS,SL,0.6942,-1.99,0
2026-04-28,16:30:00,VIRTUALUSDT,SHORT,0.6839,0.6944,0.6927,1.54,YES,0.6601,0.6418,0.6205,2.27,4.01,6.04,50,LOSS,SL,0.6944,-2.3,TAKEN,LOSS,SL,0.6944,-2.3,0
2026-04-28,15:30:00,VIRTUALUSDT,SHORT,0.6803,0.6933,0.691,1.91,YES,0.6601,0.6419,0.6205,1.55,2.95,4.6,50,LOSS,SL,0.6933,-2.87,TAKEN,LOSS,SL,0.6933,-2.87,0
2026-04-28,15:00:00,VIRTUALUSDT,SHORT,0.6858,0.6934,0.691,1.11,YES,0.6601,0.6419,0.6205,3.38,5.78,8.59,50,LOSS,SL,0.6934,-1.66,TAKEN,LOSS,SL,0.6934,-1.66,0
2026-04-28,14:30:00,VIRTUALUSDT,SHORT,0.6806,0.6893,0.6866,1.28,YES,0.6601,0.6419,0.6205,2.36,4.45,6.91,50,LOSS,SL,0.6893,-1.92,TAKEN,LOSS,SL,0.6893,-1.92,0
2026-04-28,14:00:00,VIRTUALUSDT,SHORT,0.6809,0.6894,0.6866,1.25,YES,0.6601,0.6419,0.6205,2.45,4.59,7.11,50,LOSS,SL,0.6894,-1.87,TAKEN,LOSS,SL,0.6894,-1.87,0
2026-04-28,13:00:00,VIRTUALUSDT,SHORT,0.6782,0.6899,0.6869,1.73,YES,0.6601,0.6419,0.6205,1.55,3.1,4.93,50,LOSS,SL,0.6899,-2.59,TAKEN,LOSS,SL,0.6899,-2.59,0
2026-04-28,12:15:00,VIRTUALUSDT,SHORT,0.6803,0.6897,0.6869,1.38,YES,0.6601,0.6419,0.6205,2.15,4.09,6.36,50,LOSS,SL,0.6897,-2.07,TAKEN,LOSS,SL,0.6897,-2.07,0
2026-04-28,09:45:00,VIRTUALUSDT,SHORT,0.6852,0.6906,0.6888,0.79,YES,0.6601,0.6419,0.6205,4.65,8.02,11.98,50,LOSS,SL,0.6906,-1.18,TAKEN,LOSS,SL,0.6906,-1.18,0
2026-04-28,08:00:00,VIRTUALUSDT,SHORT,0.6879,0.6937,0.6921,0.84,YES,0.6601,0.6419,0.6205,4.79,7.93,11.62,50,LOSS,SL,0.6937,-1.26,TAKEN,LOSS,SL,0.6937,-1.26,0
2026-04-28,07:30:00,VIRTUALUSDT,SHORT,0.6876,0.6936,0.6921,0.87,YES,0.6601,0.6419,0.6205,4.58,7.62,11.18,50,LOSS,SL,0.6936,-1.31,TAKEN,LOSS,SL,0.6936,-1.31,0
2026-04-28,07:00:00,VIRTUALUSDT,SHORT,0.6855,0.6937,0.6921,1.2,YES,0.6601,0.6419,0.6205,3.1,5.32,7.93,50,LOSS,SL,0.6937,-1.79,TAKEN,LOSS,SL,0.6937,-1.79,0
2026-04-28,06:30:00,VIRTUALUSDT,SHORT,0.6857,0.6939,0.6921,1.2,YES,0.6601,0.6419,0.6205,3.12,5.34,7.95,50,LOSS,SL,0.6939,-1.79,TAKEN,LOSS,SL,0.6939,-1.79,0
2026-04-28,05:30:00,VIRTUALUSDT,SHORT,0.6919,0.6979,0.6958,0.87,YES,0.6601,0.6419,0.6205,5.3,8.33,11.9,50,LOSS,SL,0.6979,-1.3,TAKEN,LOSS,SL,0.6979,-1.3,0
2026-04-28,04:15:00,VIRTUALUSDT,SHORT,0.6913,0.6984,0.6963,1.03,YES,0.6601,0.6419,0.6205,4.39,6.96,9.97,50,LOSS,SL,0.6984,-1.54,TAKEN,LOSS,SL,0.6984,-1.54,0
2026-04-28,03:30:00,VIRTUALUSDT,SHORT,0.6899,0.6974,0.6954,1.09,YES,0.6601,0.6419,0.6205,3.97,6.4,9.25,50,LOSS,SL,0.6974,-1.63,TAKEN,LOSS,SL,0.6974,-1.63,0
2026-04-28,03:00:00,VIRTUALUSDT,SHORT,0.6893,0.6972,0.6954,1.15,YES,0.6601,0.6419,0.6205,3.7,6,8.71,50,LOSS,SL,0.6972,-1.72,TAKEN,LOSS,SL,0.6972,-1.72,0
2026-04-28,02:30:00,VIRTUALUSDT,SHORT,0.6889,0.697,0.6954,1.18,YES,0.6601,0.6419,0.6205,3.56,5.8,8.44,50,LOSS,SL,0.697,-1.76,TAKEN,LOSS,SL,0.697,-1.76,0
2026-04-28,00:15:00,VIRTUALUSDT,SHORT,0.6957,0.7029,0.7011,1.03,YES,0.6601,0.6419,0.6205,4.94,7.47,10.44,50,LOSS,SL,0.7029,-1.55,TAKEN,LOSS,SL,0.7029,-1.55,0
2026-04-27,23:30:00,VIRTUALUSDT,SHORT,0.6976,0.7029,0.7011,0.76,YES,0.6601,0.6419,0.6205,7.08,10.51,14.55,50,LOSS,SL,0.7029,-1.14,TAKEN,LOSS,SL,0.7029,-1.14,0
2026-04-27,23:00:00,VIRTUALUSDT,SHORT,0.6944,0.7012,0.6994,0.98,YES,0.6601,0.6419,0.6205,5.04,7.72,10.87,50,LOSS,SL,0.7012,-1.47,TAKEN,LOSS,SL,0.7012,-1.47,0
2026-04-27,22:30:00,VIRTUALUSDT,SHORT,0.6943,0.7009,0.6994,0.95,YES,0.6601,0.6419,0.6205,5.18,7.94,11.18,50,LOSS,SL,0.7009,-1.43,TAKEN,LOSS,SL,0.7009,-1.43,0
2026-04-27,22:00:00,VIRTUALUSDT,SHORT,0.6919,0.7008,0.6994,1.29,YES,0.6601,0.6419,0.6205,3.57,5.62,8.02,50,LOSS,SL,0.7008,-1.93,TAKEN,LOSS,SL,0.7008,-1.93,0
2026-04-27,21:30:00,VIRTUALUSDT,SHORT,0.6919,0.7008,0.6994,1.29,YES,0.6601,0.6419,0.6205,3.57,5.62,8.02,50,LOSS,SL,0.7008,-1.93,TAKEN,LOSS,SL,0.7008,-1.93,0
2026-04-27,21:00:00,VIRTUALUSDT,SHORT,0.6894,0.7008,0.6994,1.65,YES,0.6601,0.6419,0.6205,2.57,4.17,6.04,50,LOSS,SL,0.7008,-2.48,TAKEN,LOSS,SL,0.7008,-2.48,0
2026-04-27,20:30:00,VIRTUALUSDT,SHORT,0.6889,0.7007,0.6994,1.71,YES,0.6601,0.6419,0.6205,2.44,3.98,5.8,50,LOSS,SL,0.7007,-2.57,TAKEN,LOSS,SL,0.7007,-2.57,0
2026-04-27,20:00:00,VIRTUALUSDT,SHORT,0.6889,0.7007,0.6994,1.71,YES,0.6601,0.6419,0.6205,2.44,3.98,5.8,50,LOSS,SL,0.7007,-2.57,TAKEN,LOSS,SL,0.7007,-2.57,0
2026-04-27,19:15:00,VIRTUALUSDT,SHORT,0.6843,0.6917,0.6902,1.08,YES,0.6601,0.6419,0.6205,3.27,5.73,8.62,50,LOSS,SL,0.6917,-1.62,TAKEN,LOSS,SL,0.6917,-1.62,0
2026-04-27,18:15:00,VIRTUALUSDT,SHORT,0.6881,0.692,0.6905,0.57,YES,0.6601,0.6419,0.6205,7.18,11.85,17.33,50,LOSS,SL,0.692,-0.85,TAKEN,LOSS,SL,0.692,-0.85,0
2026-04-27,17:45:00,VIRTUALUSDT,SHORT,0.6871,0.692,0.6905,0.71,YES,0.6601,0.6419,0.6205,5.51,9.22,13.59,50,LOSS,SL,0.692,-1.07,TAKEN,LOSS,SL,0.692,-1.07,0
2026-04-27,17:00:00,VIRTUALUSDT,SHORT,0.6853,0.6924,0.6906,1.04,YES,0.6601,0.6419,0.6205,3.55,6.11,9.13,50,LOSS,SL,0.6924,-1.55,TAKEN,LOSS,SL,0.6924,-1.55,0
2026-04-27,16:30:00,VIRTUALUSDT,SHORT,0.6826,0.6924,0.6906,1.44,YES,0.6601,0.6419,0.6205,2.3,4.15,6.34,50,LOSS,SL,0.6924,-2.15,TAKEN,LOSS,SL,0.6924,-2.15,0
2026-04-27,16:00:00,VIRTUALUSDT,SHORT,0.6823,0.6924,0.6906,1.48,YES,0.6601,0.6419,0.6205,2.2,4,6.12,50,LOSS,SL,0.6924,-2.22,TAKEN,LOSS,SL,0.6924,-2.22,0
2026-04-27,13:45:00,VIRTUALUSDT,SHORT,0.6965,0.7114,0.7078,2.14,NO,0.6601,0.6421,0.6205,2.44,3.65,5.1,50,LOSS,SL,0.7114,-3.21,SKIPPED,SKIPPED,SKIPPED,,0,3.21
2026-04-27,12:45:00,VIRTUALUSDT,SHORT,0.6985,0.7114,0.7078,1.85,YES,0.6601,0.6421,0.6205,2.98,4.37,6.05,50,LOSS,SL,0.7114,-2.77,TAKEN,LOSS,SL,0.7114,-2.77,0
2026-04-27,12:15:00,VIRTUALUSDT,SHORT,0.6977,0.7045,0.701,0.97,YES,0.6601,0.6421,0.6205,5.53,8.18,11.35,50,LOSS,SL,0.7045,-1.46,TAKEN,LOSS,SL,0.7045,-1.46,0
2026-04-27,11:30:00,VIRTUALUSDT,SHORT,0.6966,0.7034,0.701,0.98,YES,0.6601,0.6421,0.6205,5.37,8.01,11.19,50,LOSS,SL,0.7034,-1.46,TAKEN,LOSS,SL,0.7034,-1.46,0
2026-04-27,11:00:00,VIRTUALUSDT,SHORT,0.6964,0.7029,0.701,0.93,YES,0.6601,0.6421,0.6205,5.58,8.35,11.68,50,LOSS,SL,0.7029,-1.4,TAKEN,LOSS,SL,0.7029,-1.4,0
2026-04-27,08:30:00,VIRTUALUSDT,SHORT,0.6926,0.7031,0.7014,1.52,YES,0.6601,0.6421,0.6205,3.1,4.81,6.87,50,LOSS,SL,0.7031,-2.27,TAKEN,LOSS,SL,0.7031,-2.27,0
2026-04-27,08:00:00,VIRTUALUSDT,SHORT,0.6959,0.7033,0.7014,1.06,YES,0.6601,0.6421,0.6205,4.84,7.27,10.19,50,LOSS,SL,0.7033,-1.6,TAKEN,LOSS,SL,0.7033,-1.6,0
2026-04-27,07:30:00,VIRTUALUSDT,SHORT,0.6964,0.7031,0.7014,0.96,YES,0.6601,0.6421,0.6205,5.42,8.1,11.33,50,LOSS,SL,0.7031,-1.44,TAKEN,LOSS,SL,0.7031,-1.44,0
2026-04-27,02:45:00,VIRTUALUSDT,SHORT,0.7318,0.7423,0.7384,1.43,YES,0.7183,0.7043,0.6601,1.29,2.62,6.83,50,BE,SL,0.7183,3.77,TAKEN,BE,SL,0.7183,3.77,0
2026-04-27,02:15:00,VIRTUALUSDT,SHORT,0.7293,0.7424,0.7384,1.8,YES,0.7183,0.7043,0.6601,0.84,1.91,5.28,50,BE,SL,0.7183,3.27,TAKEN,BE,SL,0.7183,3.27,0
2026-04-27,01:45:00,VIRTUALUSDT,SHORT,0.7285,0.7421,0.7384,1.87,YES,0.7183,0.7043,0.6601,0.75,1.78,5.03,50,BE,SL,0.7183,3.11,TAKEN,BE,SL,0.7183,3.11,0
2026-04-27,01:15:00,VIRTUALUSDT,SHORT,0.721,0.733,0.7303,1.66,YES,0.7183,0.7043,0.6601,0.22,1.39,5.07,50,BE,SL,0.7183,1.58,TAKEN,BE,SL,0.7183,1.58,0
2026-04-27,00:45:00,VIRTUALUSDT,SHORT,0.7206,0.7331,0.7303,1.73,YES,0.7183,0.7043,0.6601,0.18,1.3,4.84,50,BE,SL,0.7183,1.5,TAKEN,BE,SL,0.7183,1.5,0
2026-04-27,00:15:00,VIRTUALUSDT,SHORT,0.7106,0.7334,0.7303,3.21,NO,0.7043,0.6601,0.6421,0.28,2.21,3,50,BE,SL,0.7106,0.53,SKIPPED,SKIPPED,SKIPPED,,0,-0.53
2026-04-26,23:45:00,VIRTUALUSDT,SHORT,0.7118,0.7333,0.7303,3.02,NO,0.7043,0.6601,0.6421,0.35,2.4,3.24,50,BE,SL,0.7118,0.63,SKIPPED,SKIPPED,SKIPPED,,0,-0.63
2026-04-26,23:15:00,VIRTUALUSDT,SHORT,0.7108,0.7194,0.7165,1.21,YES,0.7043,0.6601,0.6421,0.76,5.9,7.99,50,BE,SL,0.7108,0.55,TAKEN,BE,SL,0.7108,0.55,0
2026-04-26,22:30:00,VIRTUALUSDT,SHORT,0.7107,0.7192,0.7165,1.2,YES,0.7043,0.6601,0.6421,0.75,5.95,8.07,50,BE,SL,0.7107,0.54,TAKEN,BE,SL,0.7107,0.54,0
2026-04-26,21:45:00,VIRTUALUSDT,SHORT,0.7126,0.7204,0.7177,1.09,YES,0.7043,0.6601,0.6421,1.06,6.73,9.04,50,BE_PARTIAL,TP1,,0.7,TAKEN,BE_PARTIAL,TP1,,0.7,0
2026-04-28,21:15:00,APTUSDT,LONG,0.9646,0.9596,0.961,0.52,YES,0.9881,1.001,1.0072,4.7,7.28,8.52,50,LOSS,SL,0.9596,-0.78,TAKEN,LOSS,SL,0.9596,-0.78,0
2026-04-28,20:45:00,APTUSDT,LONG,0.9661,0.9595,0.961,0.68,YES,0.9881,1.001,1.0072,3.33,5.29,6.23,50,LOSS,SL,0.9595,-1.02,TAKEN,LOSS,SL,0.9595,-1.02,0
2026-04-28,20:15:00,APTUSDT,LONG,0.9688,0.9595,0.961,0.96,YES,0.9881,1.001,1.0072,2.08,3.46,4.13,50,LOSS,SL,0.9595,-1.44,TAKEN,LOSS,SL,0.9595,-1.44,0
2026-04-28,19:45:00,APTUSDT,LONG,0.97,0.9595,0.961,1.08,YES,0.9881,1.001,1.0072,1.72,2.95,3.54,50,LOSS,SL,0.9595,-1.62,TAKEN,LOSS,SL,0.9595,-1.62,0
2026-04-28,19:15:00,APTUSDT,LONG,0.9652,0.9593,0.961,0.61,YES,0.9881,1.001,1.0072,3.88,6.07,7.12,50,LOSS,SL,0.9593,-0.92,TAKEN,LOSS,SL,0.9593,-0.92,0
2026-04-28,18:45:00,APTUSDT,LONG,0.9675,0.962,0.9638,0.57,YES,0.9881,1.001,1.0072,3.75,6.09,7.22,50,LOSS,SL,0.962,-0.85,TAKEN,LOSS,SL,0.962,-0.85,0
2026-04-28,18:15:00,APTUSDT,LONG,0.9666,0.962,0.9638,0.48,YES,0.9881,1.001,1.0072,4.67,7.48,8.83,50,LOSS,SL,0.962,-0.71,TAKEN,LOSS,SL,0.962,-0.71,0
2026-04-28,16:45:00,APTUSDT,LONG,0.9627,0.9572,0.9591,0.57,YES,0.9881,1.001,1.0072,4.62,6.96,8.09,50,LOSS,SL,0.9572,-0.86,TAKEN,LOSS,SL,0.9572,-0.86,0
2026-04-28,16:15:00,APTUSDT,LONG,0.9673,0.9569,0.9591,1.08,YES,0.9881,1.001,1.0072,2,3.24,3.84,50,LOSS,SL,0.9569,-1.61,TAKEN,LOSS,SL,0.9569,-1.61,0
2026-04-28,15:45:00,APTUSDT,LONG,0.9639,0.9569,0.9591,0.73,YES,0.9881,1.0041,1.0072,3.46,5.74,6.19,50,LOSS,SL,0.9569,-1.09,TAKEN,LOSS,SL,0.9569,-1.09,0
2026-04-28,15:15:00,APTUSDT,LONG,0.9651,0.9566,0.9591,0.88,YES,0.9881,1.0041,1.0072,2.71,4.59,4.95,50,LOSS,SL,0.9566,-1.32,TAKEN,LOSS,SL,0.9566,-1.32,0
2026-04-28,14:00:00,APTUSDT,LONG,0.9667,0.9524,0.9556,1.48,YES,0.9881,1.0041,1.0072,1.5,2.62,2.83,50,BE,SL,0.9667,1.33,TAKEN,BE,SL,0.9667,1.33,0
2026-04-28,13:30:00,APTUSDT,LONG,0.9654,0.952,0.9556,1.39,YES,0.9881,1.0041,1.0072,1.69,2.89,3.12,50,BE,SL,0.9654,1.41,TAKEN,BE,SL,0.9654,1.41,0
2026-04-28,12:30:00,APTUSDT,LONG,0.9622,0.9513,0.955,1.13,YES,0.9881,1.0041,1.0072,2.38,3.84,4.13,50,BE,SL,0.9622,1.62,TAKEN,BE,SL,0.9622,1.62,0
2026-04-28,11:15:00,APTUSDT,LONG,0.9607,0.9523,0.9558,0.87,YES,0.9881,1.0041,1.0072,3.26,5.17,5.54,50,BE,SL,0.9607,1.71,TAKEN,BE,SL,0.9607,1.71,0
2026-04-28,10:45:00,APTUSDT,LONG,0.9649,0.9526,0.9558,1.27,YES,0.9881,1.0041,1.0072,1.89,3.19,3.44,50,BE,SL,0.9649,1.44,TAKEN,BE,SL,0.9649,1.44,0
2026-04-28,10:15:00,APTUSDT,LONG,0.9625,0.9528,0.9558,1.01,YES,0.9881,1.0041,1.0072,2.64,4.29,4.61,50,BE,SL,0.9625,1.6,TAKEN,BE,SL,0.9625,1.6,0
2026-04-28,09:45:00,APTUSDT,LONG,0.9626,0.953,0.9558,1,YES,0.9881,1.0041,1.0072,2.66,4.32,4.65,50,BE,SL,0.9626,1.59,TAKEN,BE,SL,0.9626,1.59,0
2026-04-28,09:15:00,APTUSDT,LONG,0.9712,0.9558,0.9585,1.59,YES,0.9881,1.0041,1.0072,1.1,2.14,2.34,50,LOSS,SL,0.9558,-2.38,TAKEN,LOSS,SL,0.9558,-2.38,0
2026-04-28,06:45:00,APTUSDT,LONG,0.9616,0.9519,0.9547,1.01,YES,0.9881,1.0041,1.0072,2.73,4.38,4.7,50,BE,SL,0.9616,1.65,TAKEN,BE,SL,0.9616,1.65,0
2026-04-28,06:15:00,APTUSDT,LONG,0.9712,0.9515,0.9547,2.03,NO,0.9881,1.0041,1.0072,0.86,1.67,1.83,50,BE,SL,0.9712,1.04,SKIPPED,SKIPPED,SKIPPED,,0,-1.04
2026-04-28,05:45:00,APTUSDT,LONG,0.9702,0.9516,0.9547,1.92,YES,0.9881,1.0041,1.0072,0.96,1.82,1.99,50,BE,SL,0.9702,1.11,TAKEN,BE,SL,0.9702,1.11,0
2026-04-28,05:15:00,APTUSDT,LONG,0.976,0.9517,0.9547,2.49,NO,0.9881,1.0041,1.0072,0.5,1.16,1.28,50,BE,SL,0.976,0.74,SKIPPED,SKIPPED,SKIPPED,,0,-0.74
2026-04-28,04:45:00,APTUSDT,LONG,0.9837,0.9509,0.9547,3.33,NO,0.9881,1.0041,1.0072,0.13,0.62,0.72,49.98,LOSS,SL,0.9509,-5,SKIPPED,SKIPPED,SKIPPED,,0,5
2026-04-28,04:15:00,APTUSDT,LONG,0.9815,0.9508,0.9547,3.13,NO,0.9881,1.0041,1.0072,0.21,0.74,0.84,50,LOSS,SL,0.9508,-4.69,SKIPPED,SKIPPED,SKIPPED,,0,4.69
2026-04-28,03:45:00,APTUSDT,LONG,0.9748,0.9502,0.9547,2.52,NO,0.9881,1.0041,1.0072,0.54,1.19,1.32,50,LOSS,SL,0.9502,-3.79,SKIPPED,SKIPPED,SKIPPED,,0,3.79
2026-04-28,03:15:00,APTUSDT,LONG,0.9613,0.95,0.9547,1.18,YES,0.9881,1.0041,1.0072,2.37,3.79,4.06,50,LOSS,SL,0.95,-1.76,TAKEN,LOSS,SL,0.95,-1.76,0
2026-04-28,02:45:00,APTUSDT,LONG,0.9626,0.9553,0.9593,0.76,YES,0.9881,1.0041,1.0072,3.49,5.68,6.11,50,LOSS,SL,0.9553,-1.14,TAKEN,LOSS,SL,0.9553,-1.14,0
2026-04-28,02:15:00,APTUSDT,LONG,0.9671,0.9549,0.9593,1.26,YES,0.9881,1.0041,1.0072,1.72,3.03,3.29,50,LOSS,SL,0.9549,-1.89,TAKEN,LOSS,SL,0.9549,-1.89,0
2026-04-28,01:15:00,APTUSDT,LONG,0.9682,0.9561,0.9592,1.25,YES,0.9881,1.0041,1.0072,1.64,2.97,3.22,50,LOSS,SL,0.9561,-1.87,TAKEN,LOSS,SL,0.9561,-1.87,0
2026-04-27,20:30:00,APTUSDT,LONG,0.9522,0.9476,0.9494,0.48,YES,0.9881,1.0041,1.0072,7.8,11.28,11.96,50,LOSS,SL,0.9476,-0.72,TAKEN,LOSS,SL,0.9476,-0.72,0
2026-04-27,19:00:00,APTUSDT,LONG,0.9512,0.9412,0.9434,1.05,YES,0.9881,1.0041,1.0072,3.69,5.29,5.6,50,LOSS,SL,0.9412,-1.58,TAKEN,LOSS,SL,0.9412,-1.58,0
2026-04-27,18:30:00,APTUSDT,LONG,0.9522,0.9414,0.9434,1.13,YES,0.9881,1.0041,1.0072,3.32,4.81,5.09,50,LOSS,SL,0.9414,-1.7,TAKEN,LOSS,SL,0.9414,-1.7,0
2026-04-27,18:00:00,APTUSDT,LONG,0.9519,0.9415,0.9434,1.09,YES,0.9881,1.0041,1.0072,3.48,5.02,5.32,50,LOSS,SL,0.9415,-1.64,TAKEN,LOSS,SL,0.9415,-1.64,0
2026-04-27,17:30:00,APTUSDT,LONG,0.954,0.9488,0.9506,0.55,YES,0.9881,1.0041,1.0072,6.56,9.63,10.23,50,LOSS,SL,0.9488,-0.82,TAKEN,LOSS,SL,0.9488,-0.82,0
2026-04-27,16:15:00,APTUSDT,LONG,0.95,0.9452,0.9471,0.51,YES,0.9881,1.0041,1.0072,7.94,11.27,11.92,50,LOSS,SL,0.9452,-0.76,TAKEN,LOSS,SL,0.9452,-0.76,0
2026-04-27,15:00:00,APTUSDT,LONG,0.9553,0.9442,0.9471,1.16,YES,0.9881,1.0041,1.0072,2.95,4.4,4.68,50,BE,SL,0.9553,2.06,TAKEN,BE,SL,0.9553,2.06,0
2026-04-27,14:30:00,APTUSDT,LONG,0.968,0.9351,0.9386,3.4,NO,0.9881,1.0041,1.0072,0.61,1.1,1.19,49.04,BE,SL,0.968,1.22,SKIPPED,SKIPPED,SKIPPED,,0,-1.22
2026-04-27,14:00:00,APTUSDT,LONG,0.9584,0.9348,0.9386,2.46,NO,0.9881,1.0041,1.0072,1.26,1.94,2.07,50,BE,SL,0.9584,1.86,SKIPPED,SKIPPED,SKIPPED,,0,-1.86
2026-04-27,13:30:00,APTUSDT,LONG,0.9601,0.9347,0.9386,2.65,NO,0.9881,1.0041,1.0072,1.1,1.73,1.85,50,BE,SL,0.9601,1.75,SKIPPED,SKIPPED,SKIPPED,,0,-1.75
2026-04-27,11:45:00,APTUSDT,LONG,0.9573,0.9501,0.9531,0.75,YES,0.9881,1.0041,1.0072,4.28,6.5,6.93,50,LOSS,SL,0.9501,-1.13,TAKEN,LOSS,SL,0.9501,-1.13,0
2026-04-27,11:15:00,APTUSDT,LONG,0.9569,0.9508,0.9531,0.64,YES,0.9881,1.0041,1.0072,5.11,7.74,8.25,50,LOSS,SL,0.9508,-0.96,TAKEN,LOSS,SL,0.9508,-0.96,0
2026-04-27,10:30:00,APTUSDT,LONG,0.957,0.9518,0.9536,0.54,YES,0.9881,1.0041,1.0072,5.98,9.06,9.65,50,LOSS,SL,0.9518,-0.82,TAKEN,LOSS,SL,0.9518,-0.82,0
2026-04-27,09:45:00,APTUSDT,LONG,0.9556,0.9518,0.9535,0.4,YES,0.9881,1.0041,1.0072,8.55,12.76,13.58,50,LOSS,SL,0.9518,-0.6,TAKEN,LOSS,SL,0.9518,-0.6,0
2026-04-27,09:00:00,APTUSDT,LONG,0.9553,0.9519,0.9535,0.36,YES,0.9881,1.0041,1.0072,9.65,14.35,15.26,50,LOSS,SL,0.9519,-0.53,TAKEN,LOSS,SL,0.9519,-0.53,0
2026-04-27,08:00:00,APTUSDT,LONG,0.9521,0.9454,0.9473,0.7,YES,0.9881,1.0041,1.0072,5.37,7.76,8.22,50,BE_PARTIAL,TP1,,2.27,TAKEN,BE_PARTIAL,TP1,,2.27,0